time	geography	geography_name	grade	N_dtap	N_polio	N_mmr	N_hep_b	N_varicella	N_personal_exempt	N_medical_exempt	N_full_exempt	pct_dtap	pct_polio	pct_mmr	pct_hep_b	pct_varicella	pct_personal_exempt	pct_medical_exempt	pct_full_exempt	N_full_medical_exempt	pct_full_medical_exempt	N_partial_medical_exempt_utd	pct_partial_medical_exempt_utd	N_full_religious_exempt	pct_full_religious_exempt	N_partial_religious_exempt_utd	pct_partial_religious_exempt_utd
2022-03-09	01117	Shelby	Kindergarten	NA	NA	NA	NA	NA	41.00	3.00	41.00	NA	NA	NA	NA	NA	1.65	0.12	1.65	3.00	0.12	8.00	0.32	41.00	1.65	0.00	0.00
2022-03-09	NA	St.clair	Kindergarten	NA	NA	NA	NA	NA	19.00	0.00	19.00	NA	NA	NA	NA	NA	1.76	0.00	1.76	0.00	0.00	2.00	0.19	19.00	1.76	0.00	0.00
2022-03-09	01119	Sumter	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2022-03-09	01121	Talladega	Kindergarten	NA	NA	NA	NA	NA	10.00	1.00	10.00	NA	NA	NA	NA	NA	1.17	0.12	1.17	1.00	0.12	0.00	0.00	10.00	1.17	0.00	0.00
2022-03-09	01123	Tallapoosa	Kindergarten	NA	NA	NA	NA	NA	5.00	0.00	5.00	NA	NA	NA	NA	NA	0.99	0.00	0.99	0.00	0.00	0.00	0.00	5.00	0.99	0.00	0.00
2022-03-09	01125	Tuscaloosa	Kindergarten	NA	NA	NA	NA	NA	33.00	1.00	33.00	NA	NA	NA	NA	NA	1.24	0.04	1.24	1.00	0.04	4.00	0.15	33.00	1.24	0.00	0.00
2022-03-09	01127	Walker	Kindergarten	NA	NA	NA	NA	NA	5.00	0.00	5.00	NA	NA	NA	NA	NA	0.60	0.00	0.60	0.00	0.00	0.00	0.00	5.00	0.60	0.00	0.00
2022-03-09	01129	Washington	Kindergarten	NA	NA	NA	NA	NA	1.00	0.00	1.00	NA	NA	NA	NA	NA	0.56	0.00	0.56	0.00	0.00	0.00	0.00	1.00	0.56	0.00	0.00
2022-03-09	01131	Wilcox	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2022-03-09	01133	Winston	Kindergarten	NA	NA	NA	NA	NA	13.00	0.00	13.00	NA	NA	NA	NA	NA	3.54	0.00	3.54	0.00	0.00	0.00	0.00	13.00	3.54	0.00	0.00
2022-03-09	NA	NA	Kindergarten	NA	NA	NA	NA	NA	910.00	30.00	910.00	NA	NA	NA	NA	NA	1.51	0.05	1.51	30.00	0.05	63.00	0.10	910.00	1.51	2.00	0.00
2023-09-14	01001	Autauga	Kindergarten	NA	NA	NA	NA	NA	11.00	1.00	11.00	NA	NA	NA	NA	NA	2.28	0.21	2.28	1.00	0.21	0.00	0.00	11.00	2.28	0.00	0.00
2023-09-14	01003	Baldwin	Kindergarten	NA	NA	NA	NA	NA	112.00	0.00	112.00	NA	NA	NA	NA	NA	4.28	0.00	4.28	0.00	0.00	3.00	0.11	112.00	4.28	0.00	0.00
2023-09-14	01005	Barbour	Kindergarten	NA	NA	NA	NA	NA	7.00	0.00	7.00	NA	NA	NA	NA	NA	2.21	0.00	2.21	0.00	0.00	0.00	0.00	7.00	2.21	0.00	0.00
2023-09-14	01007	Bibb	Kindergarten	NA	NA	NA	NA	NA	4.00	0.00	4.00	NA	NA	NA	NA	NA	1.83	0.00	1.83	0.00	0.00	0.00	0.00	4.00	1.83	0.00	0.00
2023-09-14	01009	Blount	Kindergarten	NA	NA	NA	NA	NA	10.00	0.00	10.00	NA	NA	NA	NA	NA	1.53	0.00	1.53	0.00	0.00	2.00	0.31	10.00	1.53	0.00	0.00
2023-09-14	01011	Bullock	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2023-09-14	01013	Butler	Kindergarten	NA	NA	NA	NA	NA	2.00	0.00	2.00	NA	NA	NA	NA	NA	0.87	0.00	0.87	0.00	0.00	0.00	0.00	2.00	0.87	0.00	0.00
2023-09-14	01015	Calhoun	Kindergarten	NA	NA	NA	NA	NA	25.00	0.00	25.00	NA	NA	NA	NA	NA	2.12	0.00	2.12	0.00	0.00	2.00	0.17	25.00	2.12	0.00	0.00
2023-09-14	01017	Chambers	Kindergarten	NA	NA	NA	NA	NA	2.00	0.00	2.00	NA	NA	NA	NA	NA	0.85	0.00	0.85	0.00	0.00	1.00	0.42	2.00	0.85	0.00	0.00
2023-09-14	01019	Cherokee	Kindergarten	NA	NA	NA	NA	NA	5.00	0.00	5.00	NA	NA	NA	NA	NA	1.93	0.00	1.93	0.00	0.00	0.00	0.00	5.00	1.93	0.00	0.00
2023-09-14	01021	Chilton	Kindergarten	NA	NA	NA	NA	NA	7.00	1.00	7.00	NA	NA	NA	NA	NA	1.63	0.23	1.63	1.00	0.23	0.00	0.00	7.00	1.63	0.00	0.00
2023-09-14	01023	Choctaw	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2023-09-14	01025	Clarke	Kindergarten	NA	NA	NA	NA	NA	2.00	0.00	2.00	NA	NA	NA	NA	NA	0.72	0.00	0.72	0.00	0.00	0.00	0.00	2.00	0.72	0.00	0.00
2023-09-14	01027	Clay	Kindergarten	NA	NA	NA	NA	NA	2.00	0.00	2.00	NA	NA	NA	NA	NA	1.27	0.00	1.27	0.00	0.00	0.00	0.00	2.00	1.27	0.00	0.00
2023-09-14	01029	Cleburne	Kindergarten	NA	NA	NA	NA	NA	12.00	0.00	12.00	NA	NA	NA	NA	NA	6.15	0.00	6.15	0.00	0.00	0.00	0.00	12.00	6.15	0.00	0.00
2023-09-14	01031	Coffee	Kindergarten	NA	NA	NA	NA	NA	21.00	1.00	21.00	NA	NA	NA	NA	NA	3.25	0.15	3.25	1.00	0.15	1.00	0.15	21.00	3.25	0.00	0.00
2023-09-14	01033	Colbert	Kindergarten	NA	NA	NA	NA	NA	7.00	0.00	7.00	NA	NA	NA	NA	NA	1.35	0.00	1.35	0.00	0.00	0.00	0.00	7.00	1.35	0.00	0.00
2023-09-14	01035	Conecuh	Kindergarten	NA	NA	NA	NA	NA	1.00	0.00	1.00	NA	NA	NA	NA	NA	1.11	0.00	1.11	0.00	0.00	0.00	0.00	1.00	1.11	0.00	0.00
2023-09-14	01037	Coosa	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2023-09-14	01039	Covington	Kindergarten	NA	NA	NA	NA	NA	10.00	0.00	10.00	NA	NA	NA	NA	NA	2.56	0.00	2.56	0.00	0.00	0.00	0.00	10.00	2.56	0.00	0.00
2023-09-14	01041	Crenshaw	Kindergarten	NA	NA	NA	NA	NA	2.00	0.00	2.00	NA	NA	NA	NA	NA	1.40	0.00	1.40	0.00	0.00	0.00	0.00	2.00	1.40	0.00	0.00
2023-09-14	01043	Cullman	Kindergarten	NA	NA	NA	NA	NA	11.00	0.00	11.00	NA	NA	NA	NA	NA	1.31	0.00	1.31	0.00	0.00	0.00	0.00	11.00	1.31	0.00	0.00
2023-09-14	01045	Dale	Kindergarten	NA	NA	NA	NA	NA	13.00	0.00	13.00	NA	NA	NA	NA	NA	3.44	0.00	3.44	0.00	0.00	0.00	0.00	13.00	3.44	0.00	0.00
2023-09-14	01047	Dallas	Kindergarten	NA	NA	NA	NA	NA	1.00	0.00	1.00	NA	NA	NA	NA	NA	0.48	0.00	0.48	0.00	0.00	0.00	0.00	1.00	0.48	0.00	0.00
2023-09-14	01049	Dekalb	Kindergarten	NA	NA	NA	NA	NA	18.00	0.00	18.00	NA	NA	NA	NA	NA	2.48	0.00	2.48	0.00	0.00	0.00	0.00	18.00	2.48	0.00	0.00
2023-09-14	01051	Elmore	Kindergarten	NA	NA	NA	NA	NA	23.00	0.00	23.00	NA	NA	NA	NA	NA	2.37	0.00	2.37	0.00	0.00	0.00	0.00	23.00	2.37	0.00	0.00
2023-09-14	01053	Escambia	Kindergarten	NA	NA	NA	NA	NA	2.00	0.00	2.00	NA	NA	NA	NA	NA	0.77	0.00	0.77	0.00	0.00	0.00	0.00	2.00	0.77	0.00	0.00
2023-09-14	01055	Etowah	Kindergarten	NA	NA	NA	NA	NA	26.00	2.00	26.00	NA	NA	NA	NA	NA	2.50	0.19	2.50	2.00	0.19	0.00	0.00	26.00	2.50	0.00	0.00
2023-09-14	01057	Fayette	Kindergarten	NA	NA	NA	NA	NA	4.00	0.00	4.00	NA	NA	NA	NA	NA	2.22	0.00	2.22	0.00	0.00	0.00	0.00	4.00	2.22	0.00	0.00
2023-09-14	01059	Franklin	Kindergarten	NA	NA	NA	NA	NA	5.00	0.00	5.00	NA	NA	NA	NA	NA	1.59	0.00	1.59	0.00	0.00	0.00	0.00	5.00	1.59	0.00	0.00
2023-09-14	01061	Geneva	Kindergarten	NA	NA	NA	NA	NA	10.00	0.00	10.00	NA	NA	NA	NA	NA	3.04	0.00	3.04	0.00	0.00	1.00	0.30	10.00	3.04	0.00	0.00
2023-09-14	01063	Greene	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2023-09-14	01065	Hale	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2023-09-14	01067	Henry	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	1.00	0.48	0.00	0.00	0.00	0.00
2023-09-14	01069	Houston	Kindergarten	NA	NA	NA	NA	NA	4.00	3.00	4.00	NA	NA	NA	NA	NA	0.37	0.28	0.37	3.00	0.28	5.00	0.46	4.00	0.37	2.00	0.19
2023-09-14	01071	Jackson	Kindergarten	NA	NA	NA	NA	NA	17.00	0.00	17.00	NA	NA	NA	NA	NA	3.18	0.00	3.18	0.00	0.00	0.00	0.00	17.00	3.18	0.00	0.00
2023-09-14	01073	Jefferson	Kindergarten	NA	NA	NA	NA	NA	90.00	4.00	90.00	NA	NA	NA	NA	NA	1.61	0.07	1.61	4.00	0.07	2.00	0.04	90.00	1.61	1.00	0.02
2023-09-14	01075	Lamar	Kindergarten	NA	NA	NA	NA	NA	1.00	0.00	1.00	NA	NA	NA	NA	NA	0.55	0.00	0.55	0.00	0.00	0.00	0.00	1.00	0.55	0.00	0.00
2023-09-14	01077	Lauderdale	Kindergarten	NA	NA	NA	NA	NA	26.00	0.00	26.00	NA	NA	NA	NA	NA	2.60	0.00	2.60	0.00	0.00	0.00	0.00	26.00	2.60	0.00	0.00
2023-09-14	01079	Lawrence	Kindergarten	NA	NA	NA	NA	NA	5.00	0.00	5.00	NA	NA	NA	NA	NA	1.61	0.00	1.61	0.00	0.00	2.00	0.64	5.00	1.61	0.00	0.00
2023-09-14	01081	Lee	Kindergarten	NA	NA	NA	NA	NA	14.00	1.00	14.00	NA	NA	NA	NA	NA	0.95	0.07	0.95	1.00	0.07	2.00	0.14	14.00	0.95	0.00	0.00
2023-09-14	01083	Limestone	Kindergarten	NA	NA	NA	NA	NA	25.00	0.00	25.00	NA	NA	NA	NA	NA	2.63	0.00	2.63	0.00	0.00	2.00	0.21	25.00	2.63	0.00	0.00
2023-09-14	01085	Lowndes	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2023-09-14	01087	Macon	Kindergarten	NA	NA	NA	NA	NA	2.00	0.00	2.00	NA	NA	NA	NA	NA	2.41	0.00	2.41	0.00	0.00	0.00	0.00	2.00	2.41	0.00	0.00
2023-09-14	01089	Madison	Kindergarten	NA	NA	NA	NA	NA	57.00	0.00	57.00	NA	NA	NA	NA	NA	1.57	0.00	1.57	0.00	0.00	0.00	0.00	57.00	1.57	0.00	0.00
2023-09-14	01091	Marengo	Kindergarten	NA	NA	NA	NA	NA	2.00	0.00	2.00	NA	NA	NA	NA	NA	0.88	0.00	0.88	0.00	0.00	0.00	0.00	2.00	0.88	0.00	0.00
2023-09-14	01093	Marion	Kindergarten	NA	NA	NA	NA	NA	7.00	0.00	7.00	NA	NA	NA	NA	NA	2.65	0.00	2.65	0.00	0.00	0.00	0.00	7.00	2.65	0.00	0.00
2023-09-14	01095	Marshall	Kindergarten	NA	NA	NA	NA	NA	16.00	0.00	16.00	NA	NA	NA	NA	NA	1.46	0.00	1.46	0.00	0.00	0.00	0.00	16.00	1.46	0.00	0.00
2023-09-14	01097	Mobile	Kindergarten	NA	NA	NA	NA	NA	96.00	0.00	96.00	NA	NA	NA	NA	NA	2.38	0.00	2.38	0.00	0.00	3.00	0.07	96.00	2.38	0.00	0.00
2023-09-14	01099	Monroe	Kindergarten	NA	NA	NA	NA	NA	4.00	0.00	4.00	NA	NA	NA	NA	NA	2.22	0.00	2.22	0.00	0.00	0.00	0.00	4.00	2.22	0.00	0.00
2023-09-14	01101	Montgomery	Kindergarten	NA	NA	NA	NA	NA	33.00	4.00	33.00	NA	NA	NA	NA	NA	1.96	0.24	1.96	4.00	0.24	0.00	0.00	33.00	1.96	0.00	0.00
2023-09-14	01103	Morgan	Kindergarten	NA	NA	NA	NA	NA	25.00	0.00	25.00	NA	NA	NA	NA	NA	1.84	0.00	1.84	0.00	0.00	1.00	0.07	25.00	1.84	0.00	0.00
2023-09-14	01105	Perry	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2023-09-14	01107	Pickens	Kindergarten	NA	NA	NA	NA	NA	1.00	0.00	1.00	NA	NA	NA	NA	NA	0.92	0.00	0.92	0.00	0.00	0.00	0.00	1.00	0.92	0.00	0.00
2023-09-14	01109	Pike	Kindergarten	NA	NA	NA	NA	NA	2.00	1.00	2.00	NA	NA	NA	NA	NA	0.77	0.38	0.77	1.00	0.38	0.00	0.00	2.00	0.77	0.00	0.00
2023-09-14	01111	Randolph	Kindergarten	NA	NA	NA	NA	NA	3.00	0.00	3.00	NA	NA	NA	NA	NA	1.40	0.00	1.40	0.00	0.00	0.00	0.00	3.00	1.40	0.00	0.00
2023-09-14	01113	Russell	Kindergarten	NA	NA	NA	NA	NA	6.00	0.00	6.00	NA	NA	NA	NA	NA	0.91	0.00	0.91	0.00	0.00	0.00	0.00	6.00	0.91	0.00	0.00
2023-09-14	01117	Shelby	Kindergarten	NA	NA	NA	NA	NA	44.00	2.00	44.00	NA	NA	NA	NA	NA	2.45	0.11	2.45	2.00	0.11	3.00	0.17	44.00	2.45	0.00	0.00
2023-09-14	01115	St. Clair	Kindergarten	NA	NA	NA	NA	NA	29.00	3.00	29.00	NA	NA	NA	NA	NA	3.33	0.34	3.33	3.00	0.34	0.00	0.00	29.00	3.33	0.00	0.00
2023-09-14	01119	Sumter	Kindergarten	NA	NA	NA	NA	NA	1.00	0.00	1.00	NA	NA	NA	NA	NA	1.67	0.00	1.67	0.00	0.00	0.00	0.00	1.00	1.67	0.00	0.00
2023-09-14	01121	Talladega	Kindergarten	NA	NA	NA	NA	NA	8.00	1.00	8.00	NA	NA	NA	NA	NA	1.23	0.15	1.23	1.00	0.15	1.00	0.15	8.00	1.23	0.00	0.00
2023-09-14	01123	Tallapoosa	Kindergarten	NA	NA	NA	NA	NA	4.00	0.00	4.00	NA	NA	NA	NA	NA	0.94	0.00	0.94	0.00	0.00	0.00	0.00	4.00	0.94	0.00	0.00
2023-09-14	01125	Tuscaloosa	Kindergarten	NA	NA	NA	NA	NA	33.00	1.00	33.00	NA	NA	NA	NA	NA	1.48	0.04	1.48	1.00	0.04	2.00	0.09	33.00	1.48	0.00	0.00
2023-09-14	01127	Walker	Kindergarten	NA	NA	NA	NA	NA	22.00	1.00	22.00	NA	NA	NA	NA	NA	3.09	0.14	3.09	1.00	0.14	0.00	0.00	22.00	3.09	0.00	0.00
2023-09-14	01129	Washington	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2023-09-14	01131	Wilcox	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2023-09-14	01133	Winston	Kindergarten	NA	NA	NA	NA	NA	6.00	0.00	6.00	NA	NA	NA	NA	NA	2.08	0.00	2.08	0.00	0.00	1.00	0.35	6.00	2.08	0.00	0.00
2023-09-14	NA	NA	Kindergarten	NA	NA	NA	NA	NA	938.00	26.00	938.00	NA	NA	NA	NA	NA	1.99	0.06	1.99	26.00	0.06	35.00	0.07	938.00	1.99	3.00	0.01
2024-04-05	01001	Autauga	Kindergarten	NA	NA	NA	NA	NA	18.00	1.00	18.00	NA	NA	NA	NA	NA	2.85	0.16	2.85	1.00	0.16	0.00	0.00	18.00	2.85	0.00	0.00
2024-04-05	01003	Baldwin	Kindergarten	NA	NA	NA	NA	NA	118.00	1.00	118.00	NA	NA	NA	NA	NA	4.30	0.04	4.30	1.00	0.04	0.00	0.00	118.00	4.30	0.00	0.00
2024-04-05	01005	Barbour	Kindergarten	NA	NA	NA	NA	NA	7.00	0.00	7.00	NA	NA	NA	NA	NA	2.03	0.00	2.03	0.00	0.00	0.00	0.00	7.00	2.03	0.00	0.00
2024-04-05	01007	Bibb	Kindergarten	NA	NA	NA	NA	NA	4.00	0.00	4.00	NA	NA	NA	NA	NA	1.81	0.00	1.81	0.00	0.00	0.00	0.00	4.00	1.81	0.00	0.00
2024-04-05	01009	Blount	Kindergarten	NA	NA	NA	NA	NA	12.00	0.00	12.00	NA	NA	NA	NA	NA	1.82	0.00	1.82	0.00	0.00	1.00	0.15	12.00	1.82	0.00	0.00
2024-04-05	01011	Bullock	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2024-04-05	01013	Butler	Kindergarten	NA	NA	NA	NA	NA	3.00	0.00	3.00	NA	NA	NA	NA	NA	1.30	0.00	1.30	0.00	0.00	0.00	0.00	3.00	1.30	0.00	0.00
2024-04-05	01015	Calhoun	Kindergarten	NA	NA	NA	NA	NA	28.00	1.00	28.00	NA	NA	NA	NA	NA	2.34	0.08	2.34	1.00	0.08	1.00	0.08	28.00	2.34	0.00	0.00
2024-04-05	01017	Chambers	Kindergarten	NA	NA	NA	NA	NA	2.00	0.00	2.00	NA	NA	NA	NA	NA	0.65	0.00	0.65	0.00	0.00	0.00	0.00	2.00	0.65	0.00	0.00
2024-04-05	01019	Cherokee	Kindergarten	NA	NA	NA	NA	NA	7.00	0.00	7.00	NA	NA	NA	NA	NA	2.47	0.00	2.47	0.00	0.00	0.00	0.00	7.00	2.47	0.00	0.00
2024-04-05	01021	Chilton	Kindergarten	NA	NA	NA	NA	NA	7.00	1.00	7.00	NA	NA	NA	NA	NA	1.58	0.23	1.58	1.00	0.23	0.00	0.00	7.00	1.58	0.00	0.00
2024-04-05	01023	Choctaw	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2024-04-05	01025	Clarke	Kindergarten	NA	NA	NA	NA	NA	2.00	0.00	2.00	NA	NA	NA	NA	NA	0.72	0.00	0.72	0.00	0.00	0.00	0.00	2.00	0.72	0.00	0.00
2024-04-05	01027	Clay	Kindergarten	NA	NA	NA	NA	NA	3.00	0.00	3.00	NA	NA	NA	NA	NA	1.54	0.00	1.54	0.00	0.00	0.00	0.00	3.00	1.54	0.00	0.00
2024-04-05	01029	Cleburne	Kindergarten	NA	NA	NA	NA	NA	13.00	0.00	13.00	NA	NA	NA	NA	NA	5.91	0.00	5.91	0.00	0.00	0.00	0.00	13.00	5.91	0.00	0.00
2024-04-05	01031	Coffee	Kindergarten	NA	NA	NA	NA	NA	26.00	1.00	26.00	NA	NA	NA	NA	NA	3.89	0.15	3.89	1.00	0.15	0.00	0.00	26.00	3.89	0.00	0.00
2024-04-05	01033	Colbert	Kindergarten	NA	NA	NA	NA	NA	11.00	0.00	11.00	NA	NA	NA	NA	NA	1.92	0.00	1.92	0.00	0.00	0.00	0.00	11.00	1.92	0.00	0.00
2024-04-05	01035	Conecuh	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2024-04-05	01037	Coosa	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2024-04-05	01039	Covington	Kindergarten	NA	NA	NA	NA	NA	12.00	0.00	12.00	NA	NA	NA	NA	NA	2.54	0.00	2.54	0.00	0.00	0.00	0.00	12.00	2.54	0.00	0.00
2024-04-05	01041	Crenshaw	Kindergarten	NA	NA	NA	NA	NA	4.00	0.00	4.00	NA	NA	NA	NA	NA	2.76	0.00	2.76	0.00	0.00	0.00	0.00	4.00	2.76	0.00	0.00
2024-04-05	01043	Cullman	Kindergarten	NA	NA	NA	NA	NA	19.00	0.00	19.00	NA	NA	NA	NA	NA	1.89	0.00	1.89	0.00	0.00	0.00	0.00	19.00	1.89	0.00	0.00
2024-04-05	01045	Dale	Kindergarten	NA	NA	NA	NA	NA	14.00	0.00	14.00	NA	NA	NA	NA	NA	3.20	0.00	3.20	0.00	0.00	0.00	0.00	14.00	3.20	0.00	0.00
2024-04-05	01047	Dallas	Kindergarten	NA	NA	NA	NA	NA	1.00	0.00	1.00	NA	NA	NA	NA	NA	0.42	0.00	0.42	0.00	0.00	0.00	0.00	1.00	0.42	0.00	0.00
2024-04-05	01049	Dekalb	Kindergarten	NA	NA	NA	NA	NA	23.00	0.00	23.00	NA	NA	NA	NA	NA	2.62	0.00	2.62	0.00	0.00	0.00	0.00	23.00	2.62	0.00	0.00
2024-04-05	01051	Elmore	Kindergarten	NA	NA	NA	NA	NA	24.00	0.00	24.00	NA	NA	NA	NA	NA	2.39	0.00	2.39	0.00	0.00	0.00	0.00	24.00	2.39	0.00	0.00
2024-04-05	01053	Escambia	Kindergarten	NA	NA	NA	NA	NA	4.00	0.00	4.00	NA	NA	NA	NA	NA	1.28	0.00	1.28	0.00	0.00	0.00	0.00	4.00	1.28	0.00	0.00
2024-04-05	01055	Etowah	Kindergarten	NA	NA	NA	NA	NA	38.00	3.00	38.00	NA	NA	NA	NA	NA	3.04	0.24	3.04	3.00	0.24	0.00	0.00	38.00	3.04	0.00	0.00
2024-04-05	01057	Fayette	Kindergarten	NA	NA	NA	NA	NA	5.00	0.00	5.00	NA	NA	NA	NA	NA	2.50	0.00	2.50	0.00	0.00	0.00	0.00	5.00	2.50	0.00	0.00
2024-04-05	01059	Franklin	Kindergarten	NA	NA	NA	NA	NA	6.00	0.00	6.00	NA	NA	NA	NA	NA	1.56	0.00	1.56	0.00	0.00	0.00	0.00	6.00	1.56	0.00	0.00
2024-04-05	01061	Geneva	Kindergarten	NA	NA	NA	NA	NA	8.00	0.00	8.00	NA	NA	NA	NA	NA	2.39	0.00	2.39	0.00	0.00	0.00	0.00	8.00	2.39	0.00	0.00
2024-04-05	01063	Greene	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2024-04-05	01065	Hale	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2024-04-05	01067	Henry	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2024-04-05	01069	Houston	Kindergarten	NA	NA	NA	NA	NA	3.00	3.00	3.00	NA	NA	NA	NA	NA	0.25	0.25	0.25	3.00	0.25	2.00	0.16	3.00	0.25	4.00	0.33
2024-04-05	01071	Jackson	Kindergarten	NA	NA	NA	NA	NA	21.00	0.00	21.00	NA	NA	NA	NA	NA	3.52	0.00	3.52	0.00	0.00	0.00	0.00	21.00	3.52	0.00	0.00
2024-04-05	01073	Jefferson	Kindergarten	NA	NA	NA	NA	NA	119.00	5.00	119.00	NA	NA	NA	NA	NA	1.60	0.07	1.60	5.00	0.07	1.00	0.01	119.00	1.60	1.00	0.01
2024-04-05	01075	Lamar	Kindergarten	NA	NA	NA	NA	NA	1.00	0.00	1.00	NA	NA	NA	NA	NA	0.53	0.00	0.53	0.00	0.00	0.00	0.00	1.00	0.53	0.00	0.00
2024-04-05	01077	Lauderdale	Kindergarten	NA	NA	NA	NA	NA	29.00	0.00	29.00	NA	NA	NA	NA	NA	2.90	0.00	2.90	0.00	0.00	0.00	0.00	29.00	2.90	0.00	0.00
2024-04-05	01079	Lawrence	Kindergarten	NA	NA	NA	NA	NA	6.00	0.00	6.00	NA	NA	NA	NA	NA	1.82	0.00	1.82	0.00	0.00	1.00	0.30	6.00	1.82	0.00	0.00
2024-04-05	01081	Lee	Kindergarten	NA	NA	NA	NA	NA	21.00	2.00	21.00	NA	NA	NA	NA	NA	1.19	0.11	1.19	2.00	0.11	0.00	0.00	21.00	1.19	0.00	0.00
2024-04-05	01083	Limestone	Kindergarten	NA	NA	NA	NA	NA	26.00	1.00	26.00	NA	NA	NA	NA	NA	2.69	0.10	2.69	1.00	0.10	0.00	0.00	26.00	2.69	0.00	0.00
2024-04-05	01085	Lowndes	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2024-04-05	01087	Macon	Kindergarten	NA	NA	NA	NA	NA	2.00	0.00	2.00	NA	NA	NA	NA	NA	1.60	0.00	1.60	0.00	0.00	0.00	0.00	2.00	1.60	0.00	0.00
2024-04-05	01089	Madison	Kindergarten	NA	NA	NA	NA	NA	64.00	0.00	64.00	NA	NA	NA	NA	NA	1.55	0.00	1.55	0.00	0.00	0.00	0.00	64.00	1.55	0.00	0.00
2024-04-05	01091	Marengo	Kindergarten	NA	NA	NA	NA	NA	3.00	0.00	3.00	NA	NA	NA	NA	NA	1.18	0.00	1.18	0.00	0.00	0.00	0.00	3.00	1.18	0.00	0.00
2024-04-05	01093	Marion	Kindergarten	NA	NA	NA	NA	NA	8.00	0.00	8.00	NA	NA	NA	NA	NA	2.34	0.00	2.34	0.00	0.00	0.00	0.00	8.00	2.34	0.00	0.00
2024-04-05	01095	Marshall	Kindergarten	NA	NA	NA	NA	NA	19.00	0.00	19.00	NA	NA	NA	NA	NA	1.44	0.00	1.44	0.00	0.00	0.00	0.00	19.00	1.44	0.00	0.00
